"","PoissonsRatio","E","ThermalExpansion","InnerRadius","OuterRadius","InnerTemp","OuterTemp","ThicknessChange","PercentThicknessChange","YieldStress","TempDiff","TempDiff_for_Yield"
"4629",0.37,346641710305,2.446e-05,0.0771063129953109,0.239214013197925,76.0927181749139,90.8141212093459,0.000349264932023502,0.215452400834116,161216780,14.721403034432,14.72
"4630",0.22,375769092278,1.16e-05,0.396708896837663,1.59022339907242,158.667630614946,186.025161550209,0.00252167399458345,0.211281387018074,131192991,27.3575309352631,27.36
"4631",0.32,322148897145,2.551e-05,0.92345988699235,1.44426168247592,160.538943047868,177.240145423105,0.00227578135142764,0.43697647956735,130776137,16.7012023752365,16.7
"4632",0.24,331606365244,2.372e-05,0.690878163713496,1.44428834018065,113.579809886869,139.574509872952,0.00236745099114018,0.314231352998376,194781543,25.9946999860825,25.99
"4633",0.16,128911118812,2.777e-05,1.05483682944672,1.48865551920375,59.6821214188822,148.776662150264,0.00137646474475621,0.317290328253756,231578699,89.0945407313814,89.09
"4634",0.07,276998579621,7.64e-06,1.1598002302018,1.9890494917077,161.493679095292,300.871725666289,0.00161705077356309,0.195001774330984,212597785,139.378046570997,139.38
"4635",0.39,111226092067,9.35e-06,0.48547183064511,1.08059562110575,39.9694870226085,226.965245069005,0.000994275806091995,0.167070418294386,369569675,186.995758046396,290.85
"4636",0.21,166353800069,2.046e-05,0.241164912621025,0.682841715437826,171.413737197872,200.844777015281,0.00176081752275549,0.398666516223141,101276904,29.4310398174084,29.43
"4637",0.45,217709147925,7.4e-06,0.912284667610656,1.72687394077191,170.20629356266,295.431201188362,0.00155493284703881,0.190885504912731,258283464,125.224907625702,125.22
"4638",0.47,124894457539,5.17e-06,0.0785099684423767,1.0930121489265,46.408113068901,147.171267012497,0.000751497151575396,0.0740754594747918,119139874,100.763153943596,100.76
